,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
9628,Guatemala,Maize,2008,20115,1996.0,18091.67,19.51
9629,Guatemala,Plantains and others,2008,175233,1996.0,18091.67,19.51
9630,Guatemala,Potatoes,2008,242863,1996.0,18091.67,19.51
9631,Guatemala,"Rice, paddy",2008,30625,1996.0,18091.67,19.51
9632,Guatemala,Sorghum,2008,16657,1996.0,18091.67,19.51
9633,Guatemala,Soybeans,2008,26923,1996.0,18091.67,19.51
9634,Guatemala,Sweet potatoes,2008,66667,1996.0,18091.67,19.51
9635,Guatemala,Wheat,2008,24013,1996.0,18091.67,19.51
9636,Guatemala,Cassava,2009,12531,1996.0,13276.7,19.99
9637,Guatemala,Maize,2009,19798,1996.0,13276.7,19.99
9638,Guatemala,Plantains and others,2009,194704,1996.0,13276.7,19.99
9639,Guatemala,Potatoes,2009,252535,1996.0,13276.7,19.99
9640,Guatemala,"Rice, paddy",2009,28922,1996.0,13276.7,19.99
9641,Guatemala,Sorghum,2009,17523,1996.0,13276.7,19.99
9642,Guatemala,Soybeans,2009,25714,1996.0,13276.7,19.99
9643,Guatemala,Sweet potatoes,2009,65000,1996.0,13276.7,19.99
9644,Guatemala,Wheat,2009,22131,1996.0,13276.7,19.99
9645,Guatemala,Cassava,2010,12511,1996.0,14898.25,19.85
9646,Guatemala,Maize,2010,19944,1996.0,14898.25,19.85
9647,Guatemala,Plantains and others,2010,162205,1996.0,14898.25,19.85
9648,Guatemala,Potatoes,2010,252547,1996.0,14898.25,19.85
9649,Guatemala,"Rice, paddy",2010,28258,1996.0,14898.25,19.85
9650,Guatemala,Sorghum,2010,17398,1996.0,14898.25,19.85
9651,Guatemala,Soybeans,2010,31313,1996.0,14898.25,19.85
9652,Guatemala,Sweet potatoes,2010,58333,1996.0,14898.25,19.85
9653,Guatemala,Wheat,2010,20574,1996.0,14898.25,19.85
9654,Guatemala,Cassava,2011,12491,1996.0,16540.71,19.85
9655,Guatemala,Maize,2011,19976,1996.0,16540.71,19.85
9656,Guatemala,Plantains and others,2011,164167,1996.0,16540.71,19.85
9657,Guatemala,Potatoes,2011,255064,1996.0,16540.71,19.85
9658,Guatemala,"Rice, paddy",2011,28621,1996.0,16540.71,19.85
9659,Guatemala,Sorghum,2011,17482,1996.0,16540.71,19.85
9660,Guatemala,Soybeans,2011,26429,1996.0,16540.71,19.85
9661,Guatemala,Sweet potatoes,2011,64286,1996.0,16540.71,19.85
9662,Guatemala,Wheat,2011,20509,1996.0,16540.71,19.85
9663,Guatemala,Cassava,2012,12470,1996.0,19726.3,19.88
9664,Guatemala,Maize,2012,20348,1996.0,19726.3,19.88
9665,Guatemala,Plantains and others,2012,171753,1996.0,19726.3,19.88
9666,Guatemala,Potatoes,2012,249536,1996.0,19726.3,19.88
9667,Guatemala,"Rice, paddy",2012,28928,1996.0,19726.3,19.88
9668,Guatemala,Sorghum,2012,17558,1996.0,19726.3,19.88
9669,Guatemala,Soybeans,2012,26429,1996.0,19726.3,19.88
9670,Guatemala,Sweet potatoes,2012,65000,1996.0,19726.3,19.88
9671,Guatemala,Wheat,2012,21677,1996.0,19726.3,19.88
9672,Guatemala,Cassava,2013,12450,1996.0,20489.4,20.37
9673,Guatemala,Maize,2013,20827,1996.0,20489.4,20.37
9674,Guatemala,Plantains and others,2013,179551,1996.0,20489.4,20.37
9675,Guatemala,Potatoes,2013,247554,1996.0,20489.4,20.37
9676,Guatemala,"Rice, paddy",2013,29387,1996.0,20489.4,20.37
9677,Guatemala,Sorghum,2013,17290,1996.0,20489.4,20.37
9678,Guatemala,Soybeans,2013,25333,1996.0,20489.4,20.37
9679,Guatemala,Sweet potatoes,2013,63636,1996.0,20489.4,20.37
9680,Guatemala,Wheat,2013,20240,1996.0,20489.4,20.37
9681,Guinea,Cassava,1990,72011,1651.0,80.0,27.08
9682,Guinea,Maize,1990,10179,1651.0,80.0,27.08
9683,Guinea,Plantains and others,1990,51333,1651.0,80.0,27.08
9684,Guinea,"Rice, paddy",1990,17106,1651.0,80.0,27.08
9685,Guinea,Sorghum,1990,16420,1651.0,80.0,27.08
9686,Guinea,Sweet potatoes,1990,49493,1651.0,80.0,27.08
9687,Guinea,Yams,1990,100000,1651.0,80.0,27.08
9688,Guinea,Cassava,1991,71630,1651.0,80.0,27.22
9689,Guinea,Maize,1991,10527,1651.0,80.0,27.22
9690,Guinea,Plantains and others,1991,51788,1651.0,80.0,27.22
9691,Guinea,"Rice, paddy",1991,17110,1651.0,80.0,27.22
9692,Guinea,Sorghum,1991,15715,1651.0,80.0,27.22
9693,Guinea,Sweet potatoes,1991,48075,1651.0,80.0,27.22
9694,Guinea,Yams,1991,100000,1651.0,80.0,27.22
9695,Guinea,Cassava,1992,71253,1651.0,80.0,27.02
9696,Guinea,Maize,1992,10885,1651.0,80.0,27.02
9697,Guinea,Plantains and others,1992,51923,1651.0,80.0,27.02
9698,Guinea,"Rice, paddy",1992,17113,1651.0,80.0,27.02
9699,Guinea,Sorghum,1992,15038,1651.0,80.0,27.02
9700,Guinea,Sweet potatoes,1992,46705,1651.0,80.0,27.02
9701,Guinea,Yams,1992,97333,1651.0,80.0,27.02
9702,Guinea,Cassava,1993,70876,1651.0,21.0,27.25
9703,Guinea,Maize,1993,11255,1651.0,21.0,27.25
9704,Guinea,Plantains and others,1993,52019,1651.0,21.0,27.25
9705,Guinea,"Rice, paddy",1993,17116,1651.0,21.0,27.25
9706,Guinea,Sorghum,1993,14390,1651.0,21.0,27.25
9707,Guinea,Sweet potatoes,1993,45371,1651.0,21.0,27.25
9708,Guinea,Yams,1993,108376,1651.0,21.0,27.25
9709,Guinea,Cassava,1994,70505,1651.0,39.0,27.03
9710,Guinea,Maize,1994,11639,1651.0,39.0,27.03
9711,Guinea,Plantains and others,1994,52500,1651.0,39.0,27.03
9712,Guinea,"Rice, paddy",1994,17119,1651.0,39.0,27.03
9713,Guinea,Sorghum,1994,13768,1651.0,39.0,27.03
9714,Guinea,Sweet potatoes,1994,44074,1651.0,39.0,27.03
9715,Guinea,Yams,1994,120000,1651.0,39.0,27.03
9716,Guinea,Cassava,1995,70131,1651.0,153.0,27.23
9717,Guinea,Maize,1995,12036,1651.0,153.0,27.23
9718,Guinea,Plantains and others,1995,51829,1651.0,153.0,27.23
9719,Guinea,"Rice, paddy",1995,17122,1651.0,153.0,27.23
9720,Guinea,Sorghum,1995,13174,1651.0,153.0,27.23
9721,Guinea,Sweet potatoes,1995,42809,1651.0,153.0,27.23
9722,Guinea,Yams,1995,118750,1651.0,153.0,27.23
9723,Guinea,Cassava,1996,69762,1651.0,157.0,27.33
9724,Guinea,Maize,1996,12446,1651.0,157.0,27.33
9725,Guinea,Plantains and others,1996,52410,1651.0,157.0,27.33
9726,Guinea,"Rice, paddy",1996,17126,1651.0,157.0,27.33
9727,Guinea,Sorghum,1996,12605,1651.0,157.0,27.33
9728,Guinea,Sweet potatoes,1996,41590,1651.0,157.0,27.33
9729,Guinea,Yams,1996,111198,1651.0,157.0,27.33
9730,Guinea,Cassava,1997,69393,1651.0,157.0,27.3
9731,Guinea,Maize,1997,12870,1651.0,157.0,27.3
9732,Guinea,Plantains and others,1997,52197,1651.0,157.0,27.3
9733,Guinea,"Rice, paddy",1997,17129,1651.0,157.0,27.3
9734,Guinea,Sorghum,1997,12060,1651.0,157.0,27.3
9735,Guinea,Sweet potatoes,1997,40398,1651.0,157.0,27.3
9736,Guinea,Yams,1997,111765,1651.0,157.0,27.3
9737,Guinea,Cassava,1998,69024,1651.0,181.35,27.63
9738,Guinea,Maize,1998,13308,1651.0,181.35,27.63
9739,Guinea,Plantains and others,1998,52247,1651.0,181.35,27.63
9740,Guinea,"Rice, paddy",1998,17132,1651.0,181.35,27.63
9741,Guinea,Sorghum,1998,11541,1651.0,181.35,27.63
9742,Guinea,Sweet potatoes,1998,39241,1651.0,181.35,27.63
9743,Guinea,Yams,1998,118180,1651.0,181.35,27.63
9744,Guinea,Cassava,1999,68660,1651.0,205.71,27.12
9745,Guinea,Maize,1999,13761,1651.0,205.71,27.12
9746,Guinea,Plantains and others,1999,52282,1651.0,205.71,27.12
9747,Guinea,"Rice, paddy",1999,17135,1651.0,205.71,27.12
9748,Guinea,Sorghum,1999,11042,1651.0,205.71,27.12
9749,Guinea,Sweet potatoes,1999,38122,1651.0,205.71,27.12
9750,Guinea,Yams,1999,112822,1651.0,205.71,27.12
9751,Guinea,Cassava,2000,68299,1651.0,230.06,27.12
9752,Guinea,Maize,2000,14230,1651.0,230.06,27.12
9753,Guinea,Plantains and others,2000,52527,1651.0,230.06,27.12
9754,Guinea,"Rice, paddy",2000,17139,1651.0,230.06,27.12
9755,Guinea,Sorghum,2000,10565,1651.0,230.06,27.12
9756,Guinea,Sweet potatoes,2000,37031,1651.0,230.06,27.12
9757,Guinea,Yams,2000,113197,1651.0,230.06,27.12
9758,Guinea,Cassava,2001,69892,1651.0,254.42,27.36
9759,Guinea,Maize,2001,14430,1651.0,254.42,27.36
9760,Guinea,Plantains and others,2001,52250,1651.0,254.42,27.36
9761,Guinea,"Rice, paddy",2001,17194,1651.0,254.42,27.36
9762,Guinea,Sorghum,2001,10111,1651.0,254.42,27.36
9763,Guinea,Sweet potatoes,2001,36981,1651.0,254.42,27.36
9764,Guinea,Yams,2001,113485,1651.0,254.42,27.36
9765,Guinea,Cassava,2002,71520,1651.0,278.77,27.53
9766,Guinea,Maize,2002,14664,1651.0,278.77,27.53
9767,Guinea,Plantains and others,2002,52231,1651.0,278.77,27.53
9768,Guinea,"Rice, paddy",2002,17289,1651.0,278.77,27.53
9769,Guinea,Sorghum,2002,10174,1651.0,278.77,27.53
9770,Guinea,Sweet potatoes,2002,37202,1651.0,278.77,27.53
9771,Guinea,Yams,2002,120289,1651.0,278.77,27.53
9772,Guinea,Cassava,2004,74892,1651.0,327.49,27.56
9773,Guinea,Maize,2004,15143,1651.0,327.49,27.56
9774,Guinea,Plantains and others,2004,52165,1651.0,327.49,27.56
9775,Guinea,Potatoes,2004,61356,1651.0,327.49,27.56
9776,Guinea,"Rice, paddy",2004,17479,1651.0,327.49,27.56
9777,Guinea,Sorghum,2004,10334,1651.0,327.49,27.56
9778,Guinea,Sweet potatoes,2004,36282,1651.0,327.49,27.56
9779,Guinea,Yams,2004,114162,1651.0,327.49,27.56
9780,Guinea,Cassava,2005,76636,1651.0,351.84,27.66
9781,Guinea,Maize,2005,15388,1651.0,351.84,27.66
9782,Guinea,Plantains and others,2005,52141,1651.0,351.84,27.66
9783,Guinea,Potatoes,2005,63603,1651.0,351.84,27.66
9784,Guinea,"Rice, paddy",2005,17575,1651.0,351.84,27.66
9785,Guinea,Sorghum,2005,10323,1651.0,351.84,27.66
9786,Guinea,Sweet potatoes,2005,36590,1651.0,351.84,27.66
9787,Guinea,Yams,2005,113843,1651.0,351.84,27.66
9788,Guinea,Cassava,2006,78422,1651.0,376.19,27.2
9789,Guinea,Maize,2006,15637,1651.0,376.19,27.2
9790,Guinea,Plantains and others,2006,52096,1651.0,376.19,27.2
9791,Guinea,Potatoes,2006,61011,1651.0,376.19,27.2
9792,Guinea,"Rice, paddy",2006,17672,1651.0,376.19,27.2
9793,Guinea,Sorghum,2006,10417,1651.0,376.19,27.2
9794,Guinea,Sweet potatoes,2006,37130,1651.0,376.19,27.2
9795,Guinea,Yams,2006,118441,1651.0,376.19,27.2
9796,Guinea,Cassava,2007,80249,1651.0,400.55,27.28
9797,Guinea,Maize,2007,15891,1651.0,400.55,27.28
9798,Guinea,Plantains and others,2007,51905,1651.0,400.55,27.28
9799,Guinea,Potatoes,2007,59380,1651.0,400.55,27.28
9800,Guinea,"Rice, paddy",2007,17769,1651.0,400.55,27.28
9801,Guinea,Sorghum,2007,10356,1651.0,400.55,27.28
9802,Guinea,Sweet potatoes,2007,36982,1651.0,400.55,27.28
9803,Guinea,Yams,2007,111330,1651.0,400.55,27.28
9804,Guinea,Cassava,2008,75231,1651.0,424.9,27.61
9805,Guinea,Maize,2008,10793,1651.0,424.9,27.61
9806,Guinea,Plantains and others,2008,52140,1651.0,424.9,27.61
9807,Guinea,Potatoes,2008,65720,1651.0,424.9,27.61
9808,Guinea,"Rice, paddy",2008,19308,1651.0,424.9,27.61
9809,Guinea,Sorghum,2008,10029,1651.0,424.9,27.61
9810,Guinea,Sweet potatoes,2008,36535,1651.0,424.9,27.61
9811,Guinea,Yams,2008,91167,1651.0,424.9,27.61
9812,Guinea,Cassava,2009,84899,1651.0,449.26,27.37
9813,Guinea,Maize,2009,16318,1651.0,449.26,27.37
9814,Guinea,Plantains and others,2009,52202,1651.0,449.26,27.37
9815,Guinea,Potatoes,2009,89880,1651.0,449.26,27.37
9816,Guinea,"Rice, paddy",2009,16705,1651.0,449.26,27.37
9817,Guinea,Sorghum,2009,9602,1651.0,449.26,27.37
9818,Guinea,Sweet potatoes,2009,32878,1651.0,449.26,27.37
9819,Guinea,Yams,2009,133141,1651.0,449.26,27.37
9820,Guinea,Cassava,2010,84900,1651.0,556.24,27.8
9821,Guinea,Maize,2010,16313,1651.0,556.24,27.8
9822,Guinea,Plantains and others,2010,52256,1651.0,556.24,27.8
9823,Guinea,Potatoes,2010,59840,1651.0,556.24,27.8
9824,Guinea,"Rice, paddy",2010,11008,1651.0,556.24,27.8
9825,Guinea,Sorghum,2010,9799,1651.0,556.24,27.8
9826,Guinea,Sweet potatoes,2010,31033,1651.0,556.24,27.8
9827,Guinea,Yams,2010,109240,1651.0,556.24,27.8
9828,Guinea,Cassava,2011,84900,1651.0,663.23,27.51
9829,Guinea,Maize,2011,16584,1651.0,663.23,27.51
9830,Guinea,Plantains and others,2011,52614,1651.0,663.23,27.51
9831,Guinea,Potatoes,2011,56960,1651.0,663.23,27.51
9832,Guinea,"Rice, paddy",2011,11567,1651.0,663.23,27.51
9833,Guinea,Sorghum,2011,9730,1651.0,663.23,27.51
9834,Guinea,Sweet potatoes,2011,34726,1651.0,663.23,27.51
9835,Guinea,Yams,2011,111221,1651.0,663.23,27.51
9836,Guinea,Cassava,2012,69200,1651.0,770.21,27.28
9837,Guinea,Maize,2012,12200,1651.0,770.21,27.28
9838,Guinea,Plantains and others,2012,52222,1651.0,770.21,27.28
9839,Guinea,Potatoes,2012,68229,1651.0,770.21,27.28
9840,Guinea,"Rice, paddy",2012,12000,1651.0,770.21,27.28
9841,Guinea,Sorghum,2012,9661,1651.0,770.21,27.28
9842,Guinea,Sweet potatoes,2012,34799,1651.0,770.21,27.28
9843,Guinea,Yams,2012,111594,1651.0,770.21,27.28
9844,Guinea,Cassava,2013,69000,1651.0,877.19,27.29
9845,Guinea,Maize,2013,12500,1651.0,877.19,27.29
9846,Guinea,Plantains and others,2013,52200,1651.0,877.19,27.29
9847,Guinea,Potatoes,2013,75236,1651.0,877.19,27.29
9848,Guinea,"Rice, paddy",2013,12500,1651.0,877.19,27.29
9849,Guinea,Sorghum,2013,9592,1651.0,877.19,27.29
9850,Guinea,Sweet potatoes,2013,34607,1651.0,877.19,27.29
9851,Guinea,Yams,2013,113722,1651.0,877.19,27.29
9852,Guyana,Cassava,1990,109000,2387.0,289.9,27.07
9853,Guyana,Maize,1990,15666,2387.0,289.9,27.07
9854,Guyana,Plantains and others,1990,32500,2387.0,289.9,27.07
9855,Guyana,"Rice, paddy",1990,30331,2387.0,289.9,27.07
9856,Guyana,Cassava,1991,121538,2387.0,289.9,26.95
9857,Guyana,Maize,1991,13555,2387.0,289.9,26.95
9858,Guyana,Plantains and others,1991,29317,2387.0,289.9,26.95
9859,Guyana,"Rice, paddy",1991,33427,2387.0,289.9,26.95
9860,Guyana,Cassava,1992,123200,2387.0,289.9,27.13
9861,Guyana,Maize,1992,12075,2387.0,289.9,27.13
9862,Guyana,Plantains and others,1992,28917,2387.0,289.9,27.13
9863,Guyana,"Rice, paddy",1992,35106,2387.0,289.9,27.13
9864,Guyana,Cassava,1993,117265,2387.0,289.9,26.95
9865,Guyana,Maize,1993,12069,2387.0,289.9,26.95
9866,Guyana,Plantains and others,1993,29183,2387.0,289.9,26.95
9867,Guyana,"Rice, paddy",1993,33171,2387.0,289.9,26.95
9868,Guyana,Cassava,1994,119184,2387.0,289.9,27.12
9869,Guyana,Maize,1994,11786,2387.0,289.9,27.12
9870,Guyana,Plantains and others,1994,32333,2387.0,289.9,27.12
9871,Guyana,"Rice, paddy",1994,37329,2387.0,289.9,27.12
9872,Guyana,Cassava,1995,125357,2387.0,289.9,27.57
9873,Guyana,Maize,1995,13177,2387.0,289.9,27.57
9874,Guyana,Plantains and others,1995,34194,2387.0,289.9,27.57
9875,Guyana,"Rice, paddy",1995,39542,2387.0,289.9,27.57
9876,Guyana,Cassava,1996,115715,2387.0,289.9,27.11
9877,Guyana,Maize,1996,11481,2387.0,289.9,27.11
9878,Guyana,Plantains and others,1996,30877,2387.0,289.9,27.11
9879,Guyana,"Rice, paddy",1996,40141,2387.0,289.9,27.11
9880,Guyana,Cassava,1997,113421,2387.0,289.9,27.25
9881,Guyana,Maize,1997,30385,2387.0,289.9,27.25
9882,Guyana,Plantains and others,1997,34000,2387.0,289.9,27.25
9883,Guyana,"Rice, paddy",1997,39809,2387.0,289.9,27.25
9884,Guyana,Sweet potatoes,1997,16667,2387.0,289.9,27.25
9885,Guyana,Yams,1997,96154,2387.0,289.9,27.25
9886,Guyana,Cassava,1998,99615,2387.0,289.9,27.71
9887,Guyana,Maize,1998,15707,2387.0,289.9,27.71
9888,Guyana,Plantains and others,1998,27333,2387.0,289.9,27.71
9889,Guyana,"Rice, paddy",1998,40405,2387.0,289.9,27.71
9890,Guyana,Sweet potatoes,1998,19019,2387.0,289.9,27.71
9891,Guyana,Yams,1998,83772,2387.0,289.9,27.71
9892,Guyana,Cassava,1999,110516,2387.0,289.9,27.16
9893,Guyana,Maize,1999,15005,2387.0,289.9,27.16
9894,Guyana,Plantains and others,1999,35722,2387.0,289.9,27.16
9895,Guyana,"Rice, paddy",1999,38246,2387.0,289.9,27.16
9896,Guyana,Sweet potatoes,1999,19932,2387.0,289.9,27.16
9897,Guyana,Yams,1999,93333,2387.0,289.9,27.16
9898,Guyana,Cassava,2000,112135,2387.0,289.9,27.05
9899,Guyana,Maize,2000,12352,2387.0,289.9,27.05
9900,Guyana,Plantains and others,2000,46584,2387.0,289.9,27.05
9901,Guyana,"Rice, paddy",2000,38677,2387.0,289.9,27.05
9902,Guyana,Sweet potatoes,2000,20224,2387.0,289.9,27.05
9903,Guyana,Yams,2000,95100,2387.0,289.9,27.05
9904,Guyana,Cassava,2001,111273,2387.0,289.9,27.27
9905,Guyana,Maize,2001,12644,2387.0,289.9,27.27
9906,Guyana,Plantains and others,2001,37611,2387.0,289.9,27.27
9907,Guyana,"Rice, paddy",2001,39823,2387.0,289.9,27.27
9908,Guyana,Sweet potatoes,2001,16346,2387.0,289.9,27.27
9909,Guyana,Yams,2001,95512,2387.0,289.9,27.27
9910,Guyana,Cassava,2002,108378,2387.0,289.9,27.17
9911,Guyana,Maize,2002,14207,2387.0,289.9,27.17
9912,Guyana,Plantains and others,2002,36988,2387.0,289.9,27.17
9913,Guyana,"Rice, paddy",2002,41194,2387.0,289.9,27.17
9914,Guyana,Sweet potatoes,2002,16667,2387.0,289.9,27.17
9915,Guyana,Yams,2002,96154,2387.0,289.9,27.17
9916,Guyana,Cassava,2004,109834,2387.0,289.9,27.45
9917,Guyana,Maize,2004,12500,2387.0,289.9,27.45
9918,Guyana,Plantains and others,2004,37776,2387.0,289.9,27.45
9919,Guyana,"Rice, paddy",2004,43294,2387.0,289.9,27.45
9920,Guyana,Sweet potatoes,2004,60125,2387.0,289.9,27.45
9921,Guyana,Yams,2004,94444,2387.0,289.9,27.45
9922,Guyana,Cassava,2005,108378,2387.0,270.78,27.71
9923,Guyana,Maize,2005,12500,2387.0,270.78,27.71
9924,Guyana,Plantains and others,2005,29892,2387.0,270.78,27.71
9925,Guyana,"Rice, paddy",2005,39397,2387.0,270.78,27.71
9926,Guyana,Sweet potatoes,2005,92975,2387.0,270.78,27.71
9927,Guyana,Yams,2005,93750,2387.0,270.78,27.71
9928,Guyana,Cassava,2006,110214,2387.0,343.12,27.49
9929,Guyana,Maize,2006,10000,2387.0,343.12,27.49
9930,Guyana,Plantains and others,2006,35055,2387.0,343.12,27.49
9931,Guyana,"Rice, paddy",2006,46265,2387.0,343.12,27.49
9932,Guyana,Sweet potatoes,2006,137770,2387.0,343.12,27.49
9933,Guyana,Yams,2006,92857,2387.0,343.12,27.49
9934,Guyana,Cassava,2007,109103,2387.0,246.5,27.3
9935,Guyana,Maize,2007,17174,2387.0,246.5,27.3
9936,Guyana,Plantains and others,2007,34707,2387.0,246.5,27.3
9937,Guyana,"Rice, paddy",2007,43310,2387.0,246.5,27.3
9938,Guyana,Sweet potatoes,2007,177561,2387.0,246.5,27.3
9939,Guyana,Yams,2007,96154,2387.0,246.5,27.3
9940,Guyana,Cassava,2008,103175,2387.0,234.27,27.31
9941,Guyana,Maize,2008,13333,2387.0,234.27,27.31
9942,Guyana,Plantains and others,2008,21350,2387.0,234.27,27.31
9943,Guyana,"Rice, paddy",2008,42324,2387.0,234.27,27.31
9944,Guyana,Sweet potatoes,2008,214445,2387.0,234.27,27.31
9945,Guyana,Yams,2008,123377,2387.0,234.27,27.31
9946,Guyana,Cassava,2009,109231,2387.0,264.47,27.67
9947,Guyana,Maize,2009,13476,2387.0,264.47,27.67
9948,Guyana,Plantains and others,2009,33056,2387.0,264.47,27.67
9949,Guyana,"Rice, paddy",2009,44353,2387.0,264.47,27.67
9950,Guyana,Sweet potatoes,2009,329827,2387.0,264.47,27.67
9951,Guyana,Yams,2009,122139,2387.0,264.47,27.67
9952,Guyana,Cassava,2010,106800,2387.0,211.83,27.87
9953,Guyana,Maize,2010,13773,2387.0,211.83,27.87
9954,Guyana,Plantains and others,2010,46653,2387.0,211.83,27.87
9955,Guyana,"Rice, paddy",2010,42328,2387.0,211.83,27.87
9956,Guyana,Sweet potatoes,2010,321208,2387.0,211.83,27.87
9957,Guyana,Yams,2010,123760,2387.0,211.83,27.87
9958,Guyana,Cassava,2011,95857,2387.0,400.76,27.43
9959,Guyana,Maize,2011,13868,2387.0,400.76,27.43
9960,Guyana,Plantains and others,2011,26306,2387.0,400.76,27.43
9961,Guyana,"Rice, paddy",2011,44102,2387.0,400.76,27.43
9962,Guyana,Sweet potatoes,2011,314369,2387.0,400.76,27.43
9963,Guyana,Yams,2011,57333,2387.0,400.76,27.43
9964,Guyana,Cassava,2012,110944,2387.0,427.73,27.42
9965,Guyana,Maize,2012,13854,2387.0,427.73,27.42
9966,Guyana,Plantains and others,2012,32736,2387.0,427.73,27.42
9967,Guyana,"Rice, paddy",2012,45280,2387.0,427.73,27.42
9968,Guyana,Sweet potatoes,2012,293877,2387.0,427.73,27.42
9969,Guyana,Yams,2012,58600,2387.0,427.73,27.42
9970,Guyana,Cassava,2013,109286,2387.0,358.72,27.3
9971,Guyana,Maize,2013,13841,2387.0,358.72,27.3
9972,Guyana,Plantains and others,2013,33143,2387.0,358.72,27.3
9973,Guyana,"Rice, paddy",2013,49996,2387.0,358.72,27.3
9974,Guyana,Sweet potatoes,2013,254655,2387.0,358.72,27.3
9975,Guyana,Yams,2013,55067,2387.0,358.72,27.3
9976,Haiti,Cassava,1990,40244,1440.0,17.14,27.11
9977,Haiti,Maize,1990,7951,1440.0,17.14,27.11
9978,Haiti,Plantains and others,1990,70238,1440.0,17.14,27.11
9979,Haiti,Potatoes,1990,109308,1440.0,17.14,27.11
9980,Haiti,"Rice, paddy",1990,21122,1440.0,17.14,27.11
9981,Haiti,Sorghum,1990,8000,1440.0,17.14,27.11
9982,Haiti,Sweet potatoes,1990,34921,1440.0,17.14,27.11
9983,Haiti,Yams,1990,50000,1440.0,17.14,27.11
9984,Haiti,Cassava,1991,39881,1440.0,18.86,27.01
9985,Haiti,Maize,1991,8085,1440.0,18.86,27.01
9986,Haiti,Plantains and others,1991,70000,1440.0,18.86,27.01
9987,Haiti,Potatoes,1991,142771,1440.0,18.86,27.01
9988,Haiti,"Rice, paddy",1991,20000,1440.0,18.86,27.01
9989,Haiti,Sorghum,1991,8182,1440.0,18.86,27.01
9990,Haiti,Sweet potatoes,1991,30303,1440.0,18.86,27.01
9991,Haiti,Yams,1991,52778,1440.0,18.86,27.01
9992,Haiti,Cassava,1992,40326,1440.0,11.52,26.81
9993,Haiti,Maize,1992,7948,1440.0,11.52,26.81
9994,Haiti,Plantains and others,1992,67595,1440.0,11.52,26.81
9995,Haiti,Potatoes,1992,145455,1440.0,11.52,26.81
9996,Haiti,"Rice, paddy",1992,21586,1440.0,11.52,26.81
9997,Haiti,Sorghum,1992,8333,1440.0,11.52,26.81
9998,Haiti,Sweet potatoes,1992,31030,1440.0,11.52,26.81
9999,Haiti,Yams,1992,54895,1440.0,11.52,26.81
10000,Haiti,Cassava,1993,40244,1440.0,6.96,26.78
10001,Haiti,Maize,1993,8077,1440.0,6.96,26.78
10002,Haiti,Plantains and others,1993,65854,1440.0,6.96,26.78
10003,Haiti,Potatoes,1993,150000,1440.0,6.96,26.78
10004,Haiti,"Rice, paddy",1993,20000,1440.0,6.96,26.78
10005,Haiti,Sorghum,1993,7829,1440.0,6.96,26.78
10006,Haiti,Sweet potatoes,1993,31148,1440.0,6.96,26.78
10007,Haiti,Yams,1993,55556,1440.0,6.96,26.78
10008,Haiti,Cassava,1994,37500,1440.0,8.58,27.28
10009,Haiti,Maize,1994,8014,1440.0,8.58,27.28
10010,Haiti,Plantains and others,1994,64444,1440.0,8.58,27.28
10011,Haiti,Potatoes,1994,146259,1440.0,8.58,27.28
10012,Haiti,"Rice, paddy",1994,19811,1440.0,8.58,27.28
10013,Haiti,Sorghum,1994,7500,1440.0,8.58,27.28
10014,Haiti,Sweet potatoes,1994,30833,1440.0,8.58,27.28
10015,Haiti,Yams,1994,50000,1440.0,8.58,27.28
10016,Haiti,Cassava,1995,39234,1440.0,12.32,27.3
10017,Haiti,Maize,1995,8000,1440.0,12.32,27.3
10018,Haiti,Plantains and others,1995,66587,1440.0,12.32,27.3
10019,Haiti,Potatoes,1995,143353,1440.0,12.32,27.3
10020,Haiti,"Rice, paddy",1995,20000,1440.0,12.32,27.3
10021,Haiti,Sorghum,1995,7660,1440.0,12.32,27.3
10022,Haiti,Sweet potatoes,1995,30536,1440.0,12.32,27.3
10023,Haiti,Yams,1995,50000,1440.0,12.32,27.3
10024,Haiti,Cassava,1996,40000,1440.0,14.44,26.85
10025,Haiti,Maize,1996,7940,1440.0,14.44,26.85
10026,Haiti,Plantains and others,1996,66453,1440.0,14.44,26.85
10027,Haiti,Potatoes,1996,140000,1440.0,14.44,26.85
10028,Haiti,"Rice, paddy",1996,24896,1440.0,14.44,26.85
10029,Haiti,Sorghum,1996,7469,1440.0,14.44,26.85
10030,Haiti,Sweet potatoes,1996,30000,1440.0,14.44,26.85
10031,Haiti,Yams,1996,50000,1440.0,14.44,26.85
10032,Haiti,Cassava,1997,41332,1440.0,16.35,27.74
10033,Haiti,Maize,1997,7986,1440.0,16.35,27.74
10034,Haiti,Plantains and others,1997,66768,1440.0,16.35,27.74
10035,Haiti,Potatoes,1997,133760,1440.0,16.35,27.74
10036,Haiti,"Rice, paddy",1997,22857,1440.0,16.35,27.74
10037,Haiti,Sorghum,1997,7692,1440.0,16.35,27.74
10038,Haiti,Sweet potatoes,1997,30189,1440.0,16.35,27.74
10039,Haiti,Yams,1997,50000,1440.0,16.35,27.74
10040,Haiti,Cassava,1998,43000,1440.0,23.78,27.57
10041,Haiti,Maize,1998,7900,1440.0,23.78,27.57
10042,Haiti,Plantains and others,1998,66801,1440.0,23.78,27.57
